KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
LVN_ADJ;Lombard-Venetian;Lombard-Vénitien;Lombardisch-Venetianisch;Lombard-wenecki;Lombardo-veneciano;Lombarda-Veneta;Lombard-Velencei;Lombard-benátskı;Lombard-Velencei;Lombard-Venetian;Lombard-veneziano;Ëîìáàğä-âåíåöèàíñê.;Lombard-venetsialainen;x
LXA;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Lan Xang;Ëàí Õàíã;Lan Xang;x
LXA_ADJ;Lan Xangi;du Lan Xang;Lan Xang-;Lan Xangi;Lan Xangi;di Lan Xang;Lan Xangi;Lan Xangi;Lan Xangi;Lan Xangi;Lan Xangi;Ëàí Êñàíãè;Lan Xangi;x
MAB;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Ìàëàáàğ;Malabar;x
MAB_ADJ;Malabar;de Malabar;Malabar-;Malabar;Malabar;di Malabar;Malabar;Malabar;Malabar;Malabar;Malabar;Ìàëàáàğ;Malabar;x
MAE;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Ìàåäà;Maeda;x
MAE_ADJ;Maeda;de Maeda;Maeda-;Maeda;Maeda;di Maeda;Maeda;Maeda;Maeda;Maeda;Maeda;Ìàåäà;Maeda;x
MAG;Magdeburg;Magdebourg;Magdeburg;Magdeburg;Magdeburgo;Magdeburgo;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Ìàãäåáóğã;Magdeburg;x
MAG_ADJ;Magdeburgian;Magdebourgeois;Magdeburgisch;magdeburskiego;Magdeburgian;Magdeburghese;Magdeburgian;Magdeburgian;Magdeburgian;Magdeburgian;Magdeburgiano;Ìàãäåáóğãèàí;Magdeburgian;x
MAH;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Ìàõàğàøòğà;Maharashtran;x
MAH_ADJ;Maharashtran;du Maharashtra;Maharashtra-;Maharashtran;Maharashtran;del Maharashtra;Maharashtran;Maháráštran;Maharashtran;Maharashtran;Maharashtran;ìàõàğàøòğàíñê.;Maharashtran;x
MAI;Mainz;Mayence;Mainz;Moguncja;Maguncia;Magonza;Mainz;Mainz;Mainz;Mainz;Mainz;Ìàèíç;Mainz;x
MAI_ADJ;Mainzian;Mayençais;Mainzisch;Mainzian;Mainzian;Magonzana;Mainzian;Mainzian;Mainzian;Mainzian;Mainzian;Ìàèíçèàí;Mainzian;x
MAJ;Majeerteen;Midjourtine;Majeerteen;Majeerteen;Majeerteen;Migiurtina;Majeerteen;Majeerteen;Majeerteen;Majeerteen;Majeerteen;Ìàæåğòåí;majeerteenien;x
MAJ_ADJ;Majeerteen;Midjourtinois;Majeerteen-;Majeerteen;Majeerteen;Migiurtina;Majeerteen;Majeerteen;Majeerteen;Majeerteen;Majeerteen;Ìàæåğòåí;majeerteenien;x
MAL;Maluku;Moluques;Die Molukken;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Ìàëóêó;Maluku;x
MAL_ADJ;Malukuan;des Moluques;Molukkisch;Malukuan;Malukuan;di Maluku;Malukuan;Malukuan;Malukuan;Malukuan;Malukuan;Ìàëóêóñê.;Malukuan;x
MAR;Maharashtra;Maharashtra;Maharashtra;Maharasztra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Maharashtra;Ìàõàğàøòğà;Maharashtra;x
MAR_ADJ;Maharashtran;du Maharashtra;Maharashtra-;Maharashtran;Maharashtran;del Maharashtra;Maharashtran;Maharashtran;Maharashtran;Maharashtran;Maharashtran;Ìàõàğàøòğàí;Maharashtran;x
MAS;Massina;Masina;Massina-Reich;Massina;Massina;Massina;Massina;Massina;Massina;Massina;Massina;Ìàçèíà;Massina;x
MAS_ADJ;Massinan;Masinais;Massina-;Massinan;Massinan;di Massina;Massinan;Massinan;Massinan;Massinan;Massinan;Ìàçèíñê.;Massinan;x
MAT;Matabele;Matabélé;Matabele-Reich;Matabele;Matabele;Matabele;matebele;Matabele;matebele;Matabele;Matabele;Ìàòàáåëå;Matabele;x
MAT_ADJ;Matabele;Ndébélé;Matabele-;Matabele;Matabele;di Matabele;matebele;Matabele;matebele;Matabele;Matabele;Ìàòàáåëå;Matabele;x
MAU;Mauritius;Maurice;Mauritius;Mauritius;Mauricio;Le Maurizio;Mauritius;Mauricius;Mauritius;Mauritius;Maurício;Ìàâğèê.;Mauritius;x
MAU_ADJ;Mauritian;Mauricien;Mauritisch;Mauritian;mauriciano;Mauriziana;mauritiusi;Mauritian;mauritiusi;Mauritiaanse;Maurício;ìàâğèòàíñê.;mauritiuslainen;x
MAW;Malwa;Malva;Malwa;Malwa;Malwa;Malwa;Malwa;Malwa;Malwa;Malwa;Malwa;Ìàëüâà;Malwa;x
MAW_ADJ;Malwan;Malvais;Malwi-;Malwan;Malwan;di Malwa;Malwan;Malwan;Malwan;Malwan;Malwan;Ìàëâàí;Malwan;x
MAY;The Maya;Les Mayas;Die Maya;Majowie;Los mayas;I Maya;a Maya;Maya;a Maya;de Maya's;Os maias;Ìàéÿ;Maya;x
MAY_ADJ;Maya;Maya;Maya-;Maya;maya;maya;Maya;Maya;Maya;Maya;Maya;Ìàéÿ;maya;x
MAZ;Mazovia;Masovie;Masowien;Mazowsze;Mazovia;Mazovia;Mazóvia;Mazovsko;Mazóvia;Mazovië;Mazovia;Ìàçîâèå;Masovia;x
MAZ_ADJ;Mazovian;Masovien;Masowisch;Mazowieckie;Mazoviano;della Mazovia;Mazovian;mazovskıch;Mazovian;Mazovian;Mazoviano;Ìàçîâåöê.;Mazovian;x
MBA;Mombasa;Mombasse;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Ìîìáàñà;Mombasa;x
MBA_ADJ;Mombasa;Mombassien;Mombasa-;Mombasa;Mombasa;di Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Ìîìáàñà;Mombasa;x
MCD;Macedonia;Macédonie;Mazedonien;Macedonia;Macedonia;Macedonia;Macedónia;Makedonie;Macedónia;Macedonië;Macedônia;Ìàêåäîíèÿ;Makedonia;x
MCD_ADJ;Macedonian;Macédonien;Mazedonisch;Macedoñski;Macedónio;Macedone;Macedóniai;Makedonština;Macedóniai;Macedonisch;Macedônio;Ìàêåäîíñê.;Makedonia;x
MCH;Manchu;Mandchous;Mandschu;Manchu;Manchu;Manciuria;mandzsu;Manchu;mandzsu;Manchu;manchu;Ìàíü÷æóğñê.;Manchu;x
MCH_ADJ;Manchu;Mandchou;Mandschurisch;Manchu;Manchu;Manciù;mandzsu;Manchu;mandzsu;Manchu;manchu;Ìàíü÷æóğñê.;Manchu;x
MDI;Mogadishu;Mogadiscio;Mogadischu;Mogadiszu;Mogadisio;Mogadiscio;Mogadishu;Mogadišo;Mogadishu;Mogadishu;Mogadíscio;Ìîãàäèøî;Mogadishu;x
MDI_ADJ;Mogadishu;Mogadiscien;Mogadischu-;Mogadiszu;Mogadisio;di Mogadiscio;Mogadishu;Mogadišo;Mogadishu;Mogadishu;Mogadíscio;Ìîãàäèøî;Mogadishu;x
MDV;Moldova;Moldavie;Moldawien;Moldova;Moldavia;Moldova;Moldova;Moldavsko;Moldova;Moldavië;Moldávia;Ìîëäîâà;Moldova;x
MDV_ADJ;Moldovan;Moldave;Moldauisch;Mo³dawski;Moldavo;Moldava;Moldovan;Moldavština;Moldovan;Moldovan;Moldavo;ìîëäàâñê.;Moldovan;x
MEM;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Ìåììèíãåí;Memmingen;x
MEM_ADJ;Memminger;de Memmingen;Memminger;Memminger;Memminger;di Memmingen;Memminger;Memminger;Memminger;Memminger;Memminger;Ìåììèíãåğ;Memminger;x
MEN;Mentese;Menteche;Mentesche;Mentese;Mentese;Mentesce;Mentese;Mentese;Mentese;Mentese;Mentese;Ìåíòåñå;Mentese;x
MEN_ADJ;Mentese;Mentecheïde;Mentesche-;Mentese;Mentese;del Mentesce;Mentese;Mentese;Mentese;Mentese;Mentese;Ìåíòåñå;Mentese;x
MFA;Montferrat;Montferrat;Montferrat;Monferrato;Montferrat;Monferrato;Montferrat;Montferrat;Montferrat;Monferrato;Montferrat;Ìîíôåğğàò;Montferrat;x
MFA_ADJ;Montferratian;du Montferrat;Montferrat-;Montferratian;Montferrat;del Monferrato;Montferratian;Montferratian;Montferratian;Montferratian;Montferrat;Ìîíòôåğğàòèàí;Montferratian;x
MFY;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Ìàõàôàëû;Mahafaly;x
MFY_ADJ;Mahafaly;Mahafaly;Mahafaly-;Mahafaly;Mahafaly;di Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Ìàõàôàëû;Mahafaly;x
MGH;Maghreb;Le Maghreb;Maghreb;Maghreb;Magreb;Maghreb;Maghreb;Maghreb;Maghreb;Maghreb;Magrebe;Ìàãğèá;Maghreb;x
MGH_ADJ;Maghrebi;Maghrébi;Maghrebinisch;Maghrebi;Maghrebi;Magrebina;maghrebi;Maghrebi;maghrebi;Maghrebi;Magrebino;Ìàãğèáà;Maghrebi;x
MHC;Mahican;Mohicans;Mahican;mohikanie;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Ìàõèêàíû;mahicanit;xMIA_ADJ
MHC_ADJ;Mahican;Mohican;Mahican-;mohikanie;Mahican;dei Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Ìàõèêàíû;mahicanit;x
MIA;Khawitmau;Khaouitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Êõàâèòìàó;Khawitmau;x
MIA_anarcho_liberal;Garfield Faction;Faction de Garfield;Fraktion von Garfield;Frakcja Garfielda;Facción de Garfield;Fazione di Garfield;Garfield frakciója;Garfieldova frakce;Garfield frakciója;Garfield's Faction;Facção de Garfield;Ôğàêöèÿ Ãàğôèëäà;Garfieldin fraktio;x
MIA_communist;Hound Faction;Faction des Chiens;Fraktion der Hünder;Frakcja psa;Facción del perro;Fazione dei Cani;A kutya frakciója;Frakce psa;A kutya frakciója;Faction of the Dog;Faction of the Dog;Ñîáà÷üÿ Ôğàêöèÿ;Koiran fraktio;x
MIA_conservative;Tom Faction;Faction de Thomas;Fraktion von Thomas;Frakcja Thomasa;Facción de Thomas;Fazione di Thomas;Thomas frakciója;Fráze Thomase;Thomas frakciója;Faction van Thomas;Faction of Thomas;Òîì Ôğàêöèÿ;Thomasin fraktio;x
MIA_fascist;Claws Faction;Faction des Griffes;Fraktion der Krallen;Frakcja pazurów;Facción de Garras;Fazione degli Artigli;Claws frakciója;Frakce klapek;Claws frakciója;Faction of Claws;Faction of Claws;Ôğàêöèÿ Êîãòåé;Clawsin fraktio;x
MIA_liberal;Wool Faction;Faction de la Laine;Fraktion der Wolle;Frakcja we³ny;Facción de la lana;Fazione della Lana;A gyapjú frakciója;Frakcní vlna;A gyapjú frakciója;Faction of Wool;Faction of Wool;Ôğàêöèÿ Øåğñòè;Villan fraktio;x
MIA_reactionary;Pharaoh's Faction;Faction du Pharaon;Fraktion des Pharao;Frakcja faraona;Facción del faraón;Fazione del Faraone;A fáraó frakciója;Frakce faraóna;A fáraó frakciója;Faction van Farao;Faction of Pharaoh;Ôàğàîíñêàÿ Ôğàêöèÿ;Faraon fraktio;x
MIA_socialist;Mice Faction;Faction des Souris;Fraktion der Mäuse;Frakcja myszy;Facción de los ratones;Fazione dei Topi;Az egerek frakciója;Frakce myší;Az egerek frakciója;Faction of the Mice;Faction of the Sice;Ìûøèíàÿ Ôğàêöèÿ;Hiirien fraktio;x
MIK;Mikmaq;Micmacs;Mi'kmaq;Mikmaq;Mikmaq;Mi'kmaq;Mikmaq;Mikmaq;Mikmaq;mikmaq;Mikmaq;Ìèêìàê;Mikmaq;x
MIK_ADJ;Mikmaq;Micmac;Mi'kmaq-;Mikmaq;Mikmaq;dei Mi'kmaq;Mikmaq;Mikmaq;Mikmaq;mikmaq;Mikmaq;Ìèêìàê;Mikmaq;x
MIR;Merina;Mérinas;Merina-Reich;Merina;Merina;Merina;Merina;Merina;Merina;Merina;Merina;Ìåğèíà;Merina;x
MIR_ADJ;Imerina;Mérina;Merina-;Imerina;Imerina;di Merina;Imerina;Imerina;Imerina;Imerina;Imerina;Èìåğèíà;Imerina;x
MJP;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Ìàÿïàõèò;Majapahit;x
MJP_ADJ;Majapahiti;du Majapahit;Majapahit-;Majapahiti;Majapahiti;di Majapahit;Majapahiti;Majapahiti;Majapahiti;Majapahiti;Majapahiti;Ìàÿïàõèòè;Majapahiti;x
MKS;Makassar;Makassars;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Ìàêàññàğ;Makassar;x
MKS_ADJ;Makassari;Makassar;Makassar-;Makassari;Makassari;di Makassar;Makassari;Makassari;Makassari;Makassari;Makassari;Ìàêàññàğè;Makassari;x
MKU;Makua;Makuas;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Ìàêóà;Makua;x
MKU_ADJ;Makuan;Makua;Makua-;Makuan;Makuan;di Makua;Makuan;Makuan;Makuan;Makuan;Makuan;Ìàêóàí;Makuan;x
ML1;Malindi;Mélinde;Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Ìàëèíäè;Malindi;x
ML1_ADJ;Malindi;Mélindais;Malindi-;Malindi;Malindi;di Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Ìàëèíäè;Malindi;x
MLB;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Ìàíèïóğ;Manipur;x
MLB_ADJ;Manipuri;du Manipur;Manipur-;Manipuri;Manipuri;del Manipur;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Ìàíèïóğè;Manipuri;x
MLC;Malacca;Malacca;Malakka;Malakka;Malaca;Malacca;Malacca;Malacca;Malacca;Malakka;Malaca;Ìàëàêêà;Malacca;x
MLC_ADJ;Malaccan;de Malacca;Malakka-;Malaccan;Malacano;di Malacca;Malaccan;Malaccan;Malaccan;Malakka;Malaccan;Ìàëàêêñê.;Malaccan;x
MLD;Maldives;Maldives;Die Malediven;Malediwy;Maldivas;Maldive;Maldív-szigetek;Maledivy;Maldív-szigetek;Maldiven;Maldivas;Ìàëüäèâû;Malediivit;x
MLD_ADJ;Maldivian;Maldivien;Maledivisch;Malediwach;Maldivo;Maldiviana;maldív;maledivské;maldív;Maldivische;Maldivo;Ìàëüäèâñê.;Malediivien;x
MLI;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Ìàëè;Mali;x
MLI_ADJ;Malian;Malien;Malisch;Mali;Mali;Maliana;mali;Malian;mali;Malinees;Maliano;Ìàëèàí;Malin;x
MLT;Malta;Malte;Malta;Malta;Malta;Malta;Málta;Malta;Málta;Malta;Malta;Ìàëüòà;Malta;x
MLT_ADJ;Maltese;Maltais;Maltesisch;Maltañski;Maltés;Maltese;Máltai;Maltština;Máltai;Maltees;Maltês;Ìàëüòèéñê.;Maltalainen;x
MLW;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Ìàğàâè;Maravi;x
MLW_ADJ;Maravi;Maravite;Maravisch;Maravi;Maravi;Maraviana;Maravi;Maravi;Maravi;Maravi;Maravi;Ìàğàâè;Maravi;x
MLY;Malaya;Malaisie;Malaiien;Malaya;Malaya;Malaya;Malájföld;Malajsko;Malájföld;Malaya;Malásia;Ìàëàéÿ;Malaya;x
MLY_ADJ;Malayan;Malais;Malaiisch;malajski;malayo;Malese;Malayan;malajskı;Malayan;Malayan;Malaio;Ìàëàéñê.;malaijilainen;x
MMI;Miami;Miamis;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Ìàÿìè;Miami;x
MMI_ADJ;Miami;Miami;Miami-;Miami;Miami;di Miami;Miami;Miami;Miami;Miami;Miami;Ìàÿìè;Miami;x
MML;Memelland;Memelland;Memelland;Memelland;Memelland;Memel;Memelland;Memelland;Memelland;Memelland;Memelland;Ìıìıëÿíä;Memelland;x
MML_ADJ;Memelländer;Memellandais;Memelländisch;Memelländer;Memelländer;di Memel;Memelländer;Memelländer;Memelländer;Memelländer;Memelländer;Ìıìıëÿíäñê.;Memelländer;x
MNC;Monaco;Monaco;Monako;Monako;Mónaco;Monaco;Monaco;Monako;Monaco;Monaco;Mônaco;Ìîíàêî;Monaco;x
MNC_ADJ;Monégasque;Monégasque;Monegassisch;Monégasque;Monegasco;Monegasca;monacói;Monégasque;monacói;Monégasque;Monégasque;Ìîíàêîíñê.;monacolainen;x
MNG;The Ming Empire;L'Empire Ming;Das Ming-Kaiserreich;Imperium Ming;El Imperio Ming;L'Impero Ming;A Ming birodalom;Ming Ríše;A Ming birodalom;de Ming-Rijk;O Império Ming;Èìïåğèÿ Ìèí;Ming Empire;x
MNG_ADJ;Ming;Ming;Ming-;Ming;Ming;dei Ming;Ming;ming;Ming;Ming;Ming;Ìèíã;Ming;x
MNG_democracy;The Republic of China;La République de Chine;Die Republik China;Chiñskiej Republiki Ludowej;La República de China;La Repubblica di Cina;A Kínai Köztársaság;Cínská republika;A Kínai Köztársaság;de Republiek China;A República da China;Êèòàéñêàÿ Ğåñïóáëèêà;Kiinan tasavallan;x
MNG_democracy_ADJ;Chinese;Chinois;Chinesisch;chiñski;chino;Cinese;kínai;cínština;kínai;Chinese;chinês;Êèòàéñê.;Kiinan kieli;x
MNG_fascist_dictatorship;The Nanking Republic;La République de Nankin;Die Nanking-Republik;Republika Nanking;La república de Nanking;La Repubblica di Nanchino;a nankingi Köztársaság;Nanking republika;a nankingi Köztársaság;de Nanking Republiek;A república de Nanking;Ğåñïóáëèêà Íàíêèíã;Nanking tasavalta;x
MNG_fascist_dictatorship_ADJ;Nanking;Nankin;Nanking;Nanking;Nanking;Nanchinese;Nanking;Nanking;Nanking;Nanking;Nanking;Íàíêèí;Nanking;x
MNG_proletarian_dictatorship;The People's Republic of China;La République Populaire de Chine;Die Volksrepublik China;Chiñska Republika Ludowa;La República Popular de China;La Repubblica Popolare Cinese;Népköztársaság Kínai;Cínská lidová republika;Népköztársaság Kínai;de Volksrepubliek China;as pessoasda Republica da China;Êèòàéñêàÿ Íàğîäíàÿ Ğåñïóáëèêà;People Kiina;x
MNG_proletarian_dictatorship_ADJ;Chinese;Chinois;Chinesisch;chiñski;chino;Cinese;kínai;cínština;kínai;Chinese;chinês;Êèòàéñê.;Kiinan kieli;x
MNR;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Ìîíñåğğàò;Montserrat;x
MNR_ADJ;Montserrat;de Montserrat;Montserrat-;Montserrat;Montserrat;di Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Ìîíñåğğàò;Montserrat;x
MNS;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Ìóíñòåğ;Munster;x
MNS_ADJ;Munster;du Munster;Munster-;Munster;Munster;di Munster;Munster;Munster;Munster;Munster;Munster;Ìóíñòåğ;Munster;x
MOE;Morea;Morée;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Áîëåå;Morea;x
MOE_ADJ;Morean;Moréen;Morea-;Morean;Morean;Moreana;Morean;Morean;Morean;Morean;Morean;Ìîğåàí;Morean;x
MOS;Upper Volta;Haute-Volta;Obervolta;Górna Wolta;Alto Volta;Alto Volta;Felsõ Volta;Horní Volta;Felsõ Volta;Upper Volta;Volta superior;Âåğõíÿÿ Âîëüòà;Upper Volta;x
MOS_absolute_monarchy;Mossi Kingdom;Royaume Mossi;Mossi-Königreich;Królestwo Mossi;Reino de Mossi;Regno Mossi;Mossi Királyság;Mossi království;Mossi Királyság;Mossi Kingdom;Mossi Kingdom;Ìîññè Êîğîëåâñòâî;Mossi Kingdom;x
MOS_absolute_monarchy_ADJ;Mossi;Mossi;Mossi-;Mossi;Mossi;dei Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Ìîññè;Mossi;x
MOS_ADJ;Burkinabé;Burkinabé;Burkiner;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burquinabé;Áóğêèíàáå;Burkinabé;x
MOZ;Mozambique;Mozambique;Mosambik;Mozambik;Mozambique;Mozambico;Mozambik;Mozambik;Mozambik;Mozambique;Moçambique;Ìîçàìáèê;Mosambik;x
MOZ_ADJ;Mozambican;Mozambicain;Mosambik;Mozambik;mozambiqueño;Mozambichese;mozambiki;Mozambik;mozambiki;Mozambikaanse;Moçambicano;Ìîçàìáèêñê.;Mosambikin;x
MRI;Madurai;Maduraï;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Ìàäóğ.;Madurai;x
MRI_ADJ;Madurai;Madurais;Madurai-;Madurai;Madurai;di Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Ìàäóğ.;Madurai;x
MRU;the Maritime Union;L'Union Maritime;Die Maritime Union;Unia Morska;La Unión Marítima;L'Unione Marittima;A Tengerészeti Unió;Námoøní unie;A Tengerészeti Unió;De maritieme unie;A união marítima;Ìîğñêîé Ñîşç;Meriliitto;x
MRU_ADJ;Maritime;Maritime;Maritim;Morski;Marítimo;Marittima;Tengeri;Námoøní;Tengeri;maritiem;Marítimo;ìîğñêîé;meri-;x
MSK;Mosquito Coast;Côte des Mosquitos;Miskito-Küste;Wybrze¿e Miskito;Costa de miskitos;Costa di Miskito;Miskito-part;Pobøeí Miskito;Miskito-part;Miskito Coast;Costa do Miskito;Ìèñêèòî Ïîáåğåæüå;Miskito Coast;x
MSK_ADJ;Miskito;Mosquito;Miskito-;Miskito;Miskito;di Miskito;Miskito;Miskito;Miskito;Miskito;Miskito;ìèñêèòî;Miskito;x
MTA;Mantua;Mantoue;Mantua;Mantua;Mantua;Mantova;Mantova;Mantova;Mantova;Mantua;Mantua;Ìàòàğà;Mantovan;x
MTA_ADJ;Mantuan;Mantouan;Mantuanisch;Mantuan;Mantuan;Mantovana;mantovai;Mantuan;mantovai;Mantuan;Mantuan;Ìàíòóàí;Mantuan;x
MTQ;Martinique;La Martinique;Martinique;Martynika;Martinica;Martinica;Martinique;Martinik;Martinique;Martinique;Martinica;Ìàğòèíèêà;Martinique;x
MTQ_ADJ;Martinique;Martiniquais;Martinique-;Martynika;Martinica;Martinica;Martinique;Martinik;Martinique;Martinique;Martinica;Ìàğòèíèêà;Martinique;x
MTR;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Ìàòàğàì;Mataram;x
MTR_ADJ;Mataram;du Mataram;Mataram-;Mataram;Mataram;di Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Ìàòàğàì;Mataram;x
MUL;Multan;Moultan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Ìàëòàí;Multan;x
MUL_ADJ;Multan;de Moultan;Multan-;Multan;Multan;di Multan;Multan;Multan;Multan;Multan;Multan;Ìàëòàí;Multan;x
MUN;Münster;Münster;Münster;Münster;Münster;Monaco di Vestfalia;Münster;Münster;Münster;Münster;Münster;Ìşíñòåğ;Münster;x
MUN_ADJ;Munster;de Münster;Münsteran;Munster;Munster;di M. di Vestfalia;Munster;Munster;Munster;Munster;Munster;Ìóíñòåğ;Munster;x
MUR;Murom;Mourom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Ìóğîì;Murom;x
MUR_ADJ;Muromian;de Mourom;Murom-;Muromian;Muromian;di Murom;Muromian;Muromian;Muromian;Muromian;Muromian;Ìóğîìèàí;Muromian;x
MUS;Muscowy;Moscou;Moskau;Muscowy;Muscowy;Moscovia;Muscowy;Muscowy;Muscowy;Muscowy;Musculoso;Ìóñöîâû;Muscowy;x
MUS_ADJ;Moscovian;Moscovite;Moskau-;Moscovian;Moscoviano;Moscovita;Moscovian;Moscovian;Moscovian;Moskouse;Moscoviano;Ìîñêîâñê.;Moscovian;x
MWT;Mewat;Meouat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Ìåâàò;Mewat;x
MWT_ADJ;Mewat;de Meouat;Mewat-;Mewat;Mewat;del Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Ìåâàò;Mewat;x
NAH;Navajo;Navajos;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Íàâàõî;Navajo;x
NAH_ADJ;Navajo;Navajo;Navajo-;Navajo;Navajo;dei Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Íàâàõî;Navajo;x
NAP;Naples;Naples;Neapel;Neapol;Nápoles;Napoli;Nápoly;Neapol;Nápoly;Napels;Nápoles;Íåàïîëü;Napoli;x
NAP_ADJ;Neapolitan;Napolitain;Neapolitanisch;neapolitañski;napolitano;Napoletana;nápolyi;neapolská;nápolyi;Napolitaans;napolitano;Íåàïîëèòàíñê.;napolilainen;x
NAV;Navarra;Navarre;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Íàâàğğà;Navarra;x
NAV_ADJ;Navarrese;Navarrais;Navarra-;Nawarry;navarro;Navarrese;navarraiak;Navarrese;navarraiak;Navarrese;Navarro;Íàâàğğñê.;Navarrese;x
NAX;Naxos;Naxos;Naxos;Naxos;Naxos;Nasso;Naxos;Naxos;Naxos;Naxos;Naxos;Íàêñîñ;Naxos;x
NAX_ADJ;Naxosian;de Naxos;Naxos-;Naxosian;Naxosiano;di Nasso;Naxosian;Naxosian;Naxosian;Naxosian;Naxosiano;Íàõîñèàí;Naxosian;x
NCT;Neuchâtel;Neuchâtel;Neuenburg;Neuchâtel;Neuchâtel;Neocastello;Neuchatel;Neuchâtel;Neuchatel;Neuchâtel;Neuchâtel;Íåâøàòåëü;Neuchâtel;x
NCT_ADJ;Neuchâtelois;Neuchâtelois;Neuenbürger;Neuchâteleur;Neuchâteleur;di Neocastello;Neuchâteleur;Neuchâteleur;Neuchâteleur;Neuchâteleur;Neuchâteleur;Íåâøàòåëüñê.;Neuchâteleur;x
NEV;Nevers;Nevers;Nevers;Nevers;Nevers;Nevers;Nevers;Nevers;Nevers;Nevers;Nunca;Íåâåğ;Nevers;x
NEV_ADJ;Nivernais;Nivernais;Nevers-;Nivernais;Nivernais;Nivernese;Nivernais;Nivernais;Nivernais;Nivernais;Nivernais;Íèâåğíå;Nivernais;x
NGR;Nigeria;Nigéria;Nigeria;Nigeria;Nigeria;Nigeria;Nigéria;Nigérie;Nigéria;Nigeria;Nigéria;Íèãåğèÿ;Nigeria;x
NGR_ADJ;Nigerian;Nigérian;Nigerianisch;Nigeryjczyk;nigeriano;Nigeriana;nigériai;Nigerijskı;nigériai;Nigeriaanse;nigeriano;Íèãåğèéñê.;Nigerian;x
