KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
form_euskadi_title;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Nafarroako Euskaldunak;Íàôàğğàêî İóñêàëäóíàê;Nafarroako Euskaldunak;x
form_euskadi_desc;The Kingdom of Navarre resisted centuries and centuries, but after the deposition of the King, the people started to admire the national states in the rest of Europe. Perhaps, the Basques as well should get a country, in name as well.;Le royaume de Navarre a résisté aux siècles, mais après la déposition du roi, le peuple a commencé à admirer les états nationaux dans le reste de l'Europe. Peut-être que les Basques devraient aussi avoir un pays, en nom.;Das Königreich von Navarra widerstand Jahrhunderte und Jahrhunderte, aber nach der Absetzung des Königs begann das Volk, die Nationalstaaten im Rest von Europa zu bewundern. Vielleicht sollten auch die Basken ein Land bekommen, auch im Namen.;Królestwo Nawarry opiera³o siê wiekom i stuleciom, ale po deportacji króla ludzie zaczêli podziwiaæ pañstwa narodowe w pozosta³ej czêœci Europy. Byæ mo¿e Baskowie równie¿ powinni otrzymaæ nazwê, równie¿ z nazwy.;El Reino de Navarra resistió siglos y siglos, pero después de la deposición del Rey, la gente comenzó a admirar los estados nacionales en el resto de Europa. Quizás, los vascos también deberían tener un país, también de nombre.;Il Regno di Navarra resistette a secoli e secoli, ma dopo la deposizione del Re, la gente iniziò ad ammirare gli stati nazionali nel resto d'Europa. Forse anche i baschi dovrebbero avere un paese, anche nel nome.;A Navarrai Királyság évszázadokkal és évszázadokkal szemben ellenállt, de a király lerakása után az emberek Európa többi országában kezdték csodálni a nemzeti államokat. Talán a baszkoknak is meg kell szerezniük egy országot, név szerint is.;Království Navarra odolalo staletím a staletím, ale po uloení krále lidé zaèali obdivovat národní státy ve zbytku Evropy. Moná by mìli baskici také dostat zemi, a to i v názvu.;A Navarrai Királyság évszázadokkal és évszázadokkal szemben ellenállt, de a király lerakása után az emberek Európa többi országában kezdték csodálni a nemzeti államokat. Talán a baszkoknak is meg kell szerezniük egy országot, név szerint is.;Het koninkrijk Navarra verzette zich eeuwen en eeuwen, maar na de afzetting van de koning begon het volk de nationale staten in de rest van Europa te bewonderen. Misschien moeten de Basken ook een land krijgen, ook in naam.;O reino de Navarra resistiu séculos e séculos, mas depois da deposição do rei, o povo começou a admirar os estados nacionais no resto da Europa. Talvez os bascos também tenham um país, também conhecido.;Êîğîëåâñòâî Íàâàğğû ñîïğîòèâëÿëîñü ñòîëåòèÿìè è ñòîëåòèÿìè, íî ïîñëå îòñòàâêè êîğîëÿ ëşäè ñòàëè âîñõèùàòüñÿ íàöèîíàëüíûìè ãîñóäàğñòâàìè â îñòàëüíîé Åâğîïå. Âîçìîæíî, áàñêè òàêæå äîëæíû ïîëó÷èòü ñòğàíó, ïî èìåíè.;Navarran kuningaskunta vastusti vuosisatoja ja vuosisatoja, mutta kuninkaan laskeutumisen jälkeen ihmiset alkoivat ihailla kansallisia valtioita muualla Euroopassa. Ehkä Baskien pitäisi saada myös maa, nimessään.;x
form_yemen_title;Unite Yemen;Unir le Yémen;Vereinigung von Jemen;Zjednocz siê z Jemenem;Unir a Yemen;Unire lo Iemen;Csatlakozz Jemenhez;Spojte Jemen;Csatlakozz Jemenhez;Verenig Jemen;Unite Iêmen;Îáúåäèíèòü Éåìåí;Yhdistä Jemen;x
form_yemen_desc;For too long the fertile lands of Yemen have suffered in the hands of incompetent dynasties intent only on plundering her treasures. We must unite these lands so that they can once again prosper under an able ruler.;Pendant trop longtemps, les terres fertiles du Yémen ont souffert entre les mains de dynasties incompétentes qui ne voulaient que piller ses trésors. Nous devons unir ces terres pour qu'elles puissent à nouveau prospérer sous la direction d'un souverain habile.;Zu lange haben die fruchtbaren Länder des Jemen in den Händen inkompetenter Dynastien gelitten, die nur darauf aus waren, ihre Schätze zu plündern. Wir müssen diese Länder vereinen, damit sie wieder unter einem fähigen Herrscher leben können.;Zbyt d³ugo ¿yzne ziemie Jemenu ucierpia³y w rêkach niekompetentnych dynastii, zamierzaj¹cych jedynie ograbiæ jej skarby. Musimy zjednoczyæ te ziemie, aby mog³y znów siê rozwijaæ pod sprawnym w³adc¹.;Durante demasiado tiempo, las fértiles tierras de Yemen han sufrido en manos de dinastías incompetentes con la única intención de saquear sus tesoros. Debemos unir estas tierras para que puedan prosperar nuevamente bajo una gobernante capaz.;Per troppo tempo le terre fertili dello Iemen hanno sofferto nelle mani di dinastie incompetenti intente solo a saccheggiare i suoi tesori. Dobbiamo unire queste terre in modo che possano prosperare di nuovo sotto un sovrano abile.;Túl sokáig a jemeni termékeny földek szenvedtek olyan inkompetens dinasztiák kezében, amelyek csak a kincseit rabolják. Egyesítsük ezeket a földeket, hogy újra képesek legyünk sikeres uralkodók alatt.;Ji pøíliš dlouho plodné zemì Jemenu utrpìly v rukou nekompetentních dynastií, které se snaily jen vydìsit své poklady. Musíme sjednotit tyto zemì, aby se jim podaøilo opìt prosadit pod schopnım vládcem.;Túl sokáig a jemeni termékeny földek szenvedtek olyan inkompetens dinasztiák kezében, amelyek csak a kincseit rabolják. Egyesítsük ezeket a földeket, hogy újra képesek legyünk sikeres uralkodók alatt.;Te lang hebben de vruchtbare landen van Jemen geleden in de handen van incompetente dynastieën die alleen van plan zijn haar schatten te plunderen. We moeten deze landen verenigen zodat ze opnieuw kunnen gedijen onder een bekwame heerser.;Por muito tempo, as terras férteis do Iêmen sofreram nas mãos de dinastias incompetentes que pretendiam saquear seus tesouros. Precisamos unir essas terras para que elas possam novamente prosperar sob um governante capaz.;Ñëèøêîì äîëãî ïëîäîğîäíûå çåìëè Éåìåíà ïîñòğàäàëè â ğóêàõ íåêîìïåòåíòíûõ äèíàñòèé, ïğåäíàçíà÷åííûõ òîëüêî äëÿ ğàçãğàáëåíèÿ åå ñîêğîâèù. Ìû äîëæíû îáúåäèíèòü ıòè çåìëè, ÷òîáû îíè ìîãëè ñíîâà ïğîöâåòàòü ïîä óìåëûì ïğàâèòåëåì.;Liian kauan Jemenin hedelmälliset maat ovat kärsineet epäpätevien dynastioiden käsissä, jotka ovat vain aarteiden ryöstelyä. Meidän on yhdistettävä nämä maat niin, että he voivat jälleen menestyä kykenevän hallitsijan alla.;x
form_nepal_title;The Kingdom of Nepal;Le Royaume du Népal;Das Königreich Nepal;Królestwo Nepalu;El Reino de Nepal;Il regno del Nepal;Nepáli Királyság;Nepálské království;Nepáli Királyság;Het koninkrijk Nepal;O Reino do Nepal;Êîğîëåâñòâî Íåïàë;Nepalin kuningaskunta;x
form_nepal_desc;The home region of the Buddha should no longer fear war and instability, for it has been united by a migthy and strong rulership.;La région natale du Bouddha ne devra plus craindre la guerre et l'instabilité, car elle a été unie par une puissante et puissante puissance.;Die Heimatregion des Buddha sollte Krieg und Instabilität nicht länger fürchten, denn sie wurde durch eine milde und starke Herrschaft vereint.;Rodzimy region Buddy nie powinien ju¿ obawiaæ siê wojny i niestabilnoœci, poniewa¿ zosta³ zjednoczony przez migrenê i silne rz¹dy.;La región de origen del Buda ya no debe temer a la guerra y la inestabilidad, ya que ha estado unida por una gobernación fuerte y migratoria.;La regione natale del Buddha non dovrebbe più temere la guerra e l'instabilità, perché è stata unita da un governo forte e mellifluo.;A Buddha lakóhelye többé nem szabad félnie a háborútól és az instabilitástól, mert egy könyörtelen és erõs uralkodás egyesült.;Domovská oblast Buddhy by se u nemìla bát války a nestability, nebo byla sjednocena bohatou a silnou vládou.;A Buddha lakóhelye többé nem szabad félnie a háborútól és az instabilitástól, mert egy könyörtelen és erõs uralkodás egyesült.;De thuisregio van de Boeddha zou niet langer oorlog en instabiliteit moeten vrezen, want het is verenigd door een migthy en een sterke heerschappij.;A região natal do Buda não deve mais temer a guerra e a instabilidade, pois foi unida por um governo poderoso e forte.;Äîìàøíèé ğåãèîí Áóääû áîëüøå íå äîëæåí áîÿòüñÿ âîéíû è íåñòàáèëüíîñòè, ïîñêîëüêó åå îáúåäèíÿåò ìèãğèğóşùàÿ è ñèëüíàÿ âëàñòü.;Buddhan kotiseutu ei enää pelkää sotaa ja epävakautta, sillä se on yhdistynyt vaeltava ja vahva hallitsija.;x
form_persia_title;Form the Persian Empire;Former l'Empire perse;Bildung des Persischen Reiches;Zbuduj imperium perskie;Forma el Imperio Persa;Formare l'Impero Persiano;Formálja a Perzsa Birodalmat;Vytvoøení Perské Øíše;Formálja a Perzsa Birodalmat;Vorm het Perzische rijk;Forme o Império Persa;Ôîğìèğóéòå Ïåğñèäñêóş èìïåğèş;Muodosta Persian valtakunta;x
form_persia_desc;The Empire who was subjugated by Alexander, who fought the Romans, and who fell to the Arabs, it should no longer fear such foreign domination, for a strong Emperor has been found!;L'Empire subjugué par Alexandre, qui a combattu les Romains et qui est tombé aux mains des Arabes, ne devrait plus craindre une telle domination étrangère, car un puissant Empereur a été trouvé!;Das Reich, das von Alexander unterworfen wurde, der die Römer bekämpfte, und der den Arabern fiel, sollte eine solche Fremdherrschaft nicht länger fürchten, denn ein starker Kaiser wurde gefunden!;Imperium, które zosta³o podbite przez Aleksandra, który walczy³ z Rzymianami, i które pad³o ofiar¹ Arabów, nie powinno ju¿ d³u¿ej obawiaæ siê takiej obcej dominacji, poniewa¿ znaleziono silnego Imperatora!;¡El Imperio que fue subyugado por Alejandro, que luchó contra los romanos y cayó en manos de los árabes, ya no debería temer a la dominación extranjera, ya que se ha encontrado un emperador fuerte!;L'Impero che fu soggiogato da Alessandro, che combatté i Romani e che cadde sotto gli arabi, non dovrebbe più temere una tale dominazione straniera, perché è stato trovato un forte Imperatore!;A birodalom, akit Sándor leigázott, aki a rómaiak ellen harcolt, és aki az arabokba esett, nem szabad többé félnie az ilyen idegen uralomtól, mert egy erõs császárt találtak!;Øíši, která podmanila Alexandr, která bojovala proti Øímanùm a která padla Arabùm, u by se nemìla bát takové cizí nadvlády, protoe byl nalezen silnı císaø!;A birodalom, akit Sándor leigázott, aki a rómaiak ellen harcolt, és aki az arabokba esett, nem szabad többé félnie az ilyen idegen uralomtól, mert egy erõs császárt találtak!;Het rijk dat werd onderworpen door Alexander, die tegen de Romeinen vocht, en die viel voor de Arabieren, het zou niet langer bang zijn voor een dergelijke buitenlandse overheersing, want er is een sterke keizer gevonden!;O Império que foi subjugado por Alexandre, que lutou contra os romanos, e que caiu para os árabes, não deveria mais temer tal dominação estrangeira, pois um forte imperador foi encontrado!;Èìïåğèÿ, êîòîğàÿ áûëà ïîä÷èíåíà Àëåêñàíäğó, êîòîğûé âîåâàë ñ ğèìëÿíàìè, è êîòîğûé óïàë íà àğàáîâ, áîëüøå íå äîëæåí áûë îïàñàòüñÿ òàêîãî èíîñòğàííîãî ãîñïîäñòâà, ïîòîìó ÷òî áûë íàéäåí ñèëüíûé Èìïåğàòîğ!;Imperiumi, joka Aleksanteri oli alistanut, joka taisteli roomalaisia vastaan ja joka kaatui arabeihin, ei enää pidä pelätä tällaista ulkomaista ylivaltaa, sillä vahva keisari on löydetty!;x
form_kurdistan_title;The Homeland of the Kurds;La patrie des Kurdes;Das Heimatland der Kurden;Ojczyzna Kurdów;La patria de los kurdos;La patria dei curdi;A kurdok hazája;Královská vlas;A kurdok hazája;Het thuisland van de Koerden;A pátria dos curdos;Ğîäèíà êóğäîâ;Kurdien kotimaa;x
form_kurdistan_desc;Sons of Corduene, it has come the time for our nation to fight together against the foreign Arabs and Persians who just think of us as their slaves.;Fils de Gordyène, il est temps pour notre nation de se battre ensemble contre les Arabes et les Perses étrangers qui ne pensent à nous que comme leurs esclaves.;Söhne von Korduene, es ist die Zeit gekommen, dass unsere Nation gegen die fremden Araber und Perser, die uns einfach für ihre Sklaven halten, gemeinsam kämpfen muss.;Synowie Corduene, nadszed³ czas, aby nasz naród walczy³ razem przeciwko obcym Arabom i Persom, którzy uwa¿aj¹ nas za swoich niewolników.;Hijos de Corduene, ha llegado el momento de que nuestra nación luche en contra de los árabes y persas extranjeros que solo piensan en nosotros como sus esclavos.;Figli di Corduene, è giunto il momento per la nostra nazione di combattere insieme contro gli stranieri arabi e persiani che pensano a noi come a degli schiavi!;A Corduene fiai, eljött az ideje annak, hogy nemzetünk együtt harcoljon az idegen arabok és persák ellen, akik csak rabszolgáikra gondolnak ránk.;Synové z Corduene, pøišlo èas, aby náš národ bojoval proti cizím Arabùm a Peršanùm, kteøí o nás povaují za své otroky.;A Corduene fiai, eljött az ideje annak, hogy nemzetünk együtt harcoljon az idegen arabok és persák ellen, akik csak rabszolgáikra gondolnak ránk.;Zonen van Corduene, het is de tijd gekomen dat onze natie samen vecht tegen de buitenlandse Arabieren en Perzen die ons gewoon als hun slaven beschouwen.;Filhos de Corduene, chegou a hora de nossa nação lutar juntos contra os árabes e persas estrangeiros que só pensam em nós como escravos.;Ñûíîâüÿ Êîğäóıíà, íàñòàëî âğåìÿ äëÿ íàøåé íàöèè ñğàæàòüñÿ âìåñòå ñ èíîñòğàííûìè àğàáàìè è ïåğñàìè, êîòîğûå ïğîñòî äóìàşò î íàñ êàê î ñâîèõ ğàáàõ.;Corduenen poikien, on tullut aika meidän kansallemme taistella yhdessä ulkomaisten arabien ja persialaisten kanssa, jotka ajattelevat meitä vain orjina.;x
form_burma_title;$COUNTRY$, kings of the Burmese;$COUNTRY$, rois des Birmans;$COUNTRY$, Könige der Burmesen;$COUNTRY$, królowie Birmy;$COUNTRY$, reyes de los birmanos;$COUNTRY$, re dei birmani;$COUNTRY$, a burmai királyok;$COUNTRY$, králové barmského;$COUNTRY$, a burmai királyok;$COUNTRY$, kings of the Burmese;$COUNTRY$, reis do birmanês;$COUNTRY$, êîğîëè áèğìàíñêèõ;$COUNTRY$, Burman kuninkaat;x
form_burma_desc;For centuries long, the Burmese folk has been shattered by feudal fights but under the rulership of $COUNTRY$ they finally managed to come together under a flag, like the Westerners do.;Pendant des siècles, le peuple birman a été brisé par les combats féodaux mais sous la domination de $COUNTRY$, ils ont finalement réussi à se réunir sous un drapeau, comme les Occidentaux.;Seit Jahrhunderten wird das burmesische Volk durch Feudalkriege zerstört, aber unter der Herrschaft von $COUNTRY$ haben sie es schließlich geschafft, unter einer Flagge zusammen zu kommen, wie es die Westler tun.;Przez stulecia birmañski lud by³ niszczony przez feudalne bójki, ale pod rz¹dami $COUNTRY$ w koñcu uda³o im siê zebraæ pod flag¹, tak jak robi¹ to ludzie Zachodu.;Durante siglos, el pueblo birmano se ha visto destrozado por las luchas feudales, pero bajo la gobernación de $COUNTRY$ finalmente lograron unirse bajo una bandera, como lo hacen los occidentales.;Per secoli, il popolo birmano è stato distrutto da lotte feudali ma sotto il dominio di $COUNTRY$ è finalmente riuscito a riunirsi sotto una bandiera, come fanno gli occidentali.;A burmai népet évszázadok óta összetörték a feudális harcok, de a $COUNTRY$ uralkodása alatt végül sikerült egy zászló alatt összejönniük, mint a nyugatiak.;Po celá staletí byly barmské lidi znièeny feudálními boji, ale pod vládou $COUNTRY$ se koneènì podaøilo sejít pod vlajkou, stejnì jako západní obyvatelé.;A burmai népet évszázadok óta összetörték a feudális harcok, de a $COUNTRY$ uralkodása alatt végül sikerült egy zászló alatt összejönniük, mint a nyugatiak.;Eeuwenlang werd het Birmese volk verwoest door feodale gevechten, maar onder de heerschappij van $COUNTRY$ slaagden ze er uiteindelijk in om samen te komen onder een vlag, zoals de westerlingen doen.;Durante séculos, o povo birmanês foi abalado por lutas feudais, mas sob o governo de $COUNTRY$ eles finalmente conseguiram se unir sob uma bandeira, como fazem os ocidentais.;Íà ïğîòÿæåíèè âåêîâ áèğìàíñêèé íàğîä áûë ğàçğóøåí ôåîäàëüíûìè áîÿìè, íî ïîä âëàñòüş $COUNTRY$ èì íàêîíåö óäàëîñü ñîáğàòüñÿ ïîä ôëàãîì, êàê ıòî äåëàşò æèòåëè Çàïàäà.;Vuosisatojen ajan burmaialaiset ovat rikkoneet feodaaliset taistelut, mutta $COUNTRY$ hallitsijat pääsivät lopulta yhteen lipun alla, kuten länsimaalaiset.;x
form_shan_title;$COUNTRY$, heirs of the Shan;$COUNTRY$, héritiers des Chans;$COUNTRY$, Erben der Schanen;$COUNTRY$, spadkobiercy Shanu;$COUNTRY$, herederos del Shan;$COUNTRY$, eredi degli Shan;$COUNTRY$, a Shan örökösei;$COUNTRY$, dìdicové Šan;$COUNTRY$, a Shan örökösei;$COUNTRY$, erfgenamen van de Shan;$COUNTRY$, herdeiros do Shan;$COUNTRY$, íàñëåäíèêè Øàíÿ;$COUNTRY$, Shanin perilliset;x
form_shan_desc;For centuries long, the Shan folk has been shattered by feudal fights but under the rulership of $COUNTRY$ they finally managed to come together under a flag, like the Westerners do.;Pendant des siècles, le peuple Chan a été brisé par des combats féodaux, mais sous la domination de $COUNTRY$, ils ont finalement réussi à se réunir sous un drapeau, comme les Occidentaux.;Seit Jahrhunderten wird das Volk der Schanen durch Feudalkriege zerstört, aber unter der Herrschaft von $COUNTRY$ haben sie es schließlich geschafft, unter einer Flagge zusammen zu kommen, wie es die Westler tun.;Przez stulecia lud Shan by³ niszczony przez feudalne bójki, ale pod rz¹dami $COUNTRY$ uda³o im siê wreszcie zebraæ pod flag¹, tak jak robi¹ to ludzie Zachodu.;Durante siglos, la gente shan se ha visto destrozada por las luchas feudales, pero bajo la gobernación de $COUNTRY$ finalmente lograron unirse bajo una bandera, como lo hacen los occidentales.;Per secoli, il popolo Shan è stato distrutto da lotte feudali ma sotto il dominio di $COUNTRY$ è finalmente riuscito a riunirsi sotto una bandiera, come fanno gli occidentali.;Évszázadokon keresztül a Shan népet összetörték a feudális harcok, de a $COUNTRY$ uralkodása alatt végül sikerült egy zászló alatt összejönniük, mint a nyugatiak.;Po celá staletí se lidi Šan rozpadli feudálními boji, ale pod vedením zemì $COUNTRY$ se koneènì podaøilo shromádit se pod vlajkou, stejnì jako západní obyvatelé.;Évszázadokon keresztül a Shan népet összetörték a feudális harcok, de a $COUNTRY$ uralkodása alatt végül sikerült egy zászló alatt összejönniük, mint a nyugatiak.;Al eeuwenlang is het Shan-volk verwoest door feodale gevechten, maar onder de heerschappij van $COUNTRY$ slaagden ze er uiteindelijk in om samen te komen onder een vlag, zoals de westerlingen dat doen.;Por séculos, o povo Shan foi destruído por lutas feudais, mas sob o governo de $COUNTRY$ eles finalmente conseguiram se unir sob uma bandeira, como fazem os ocidentais.;Íà ïğîòÿæåíèè âåêîâ íàğîä Øàíÿ áûë ğàçğóøåí ôåîäàëüíûìè áîÿìè, íî ïîä óïğàâëåíèåì $COUNTRY$ èì íàêîíåö óäàëîñü ñîáğàòüñÿ ïîä ôëàãîì, êàê ıòî äåëàşò æèòåëè Çàïàäà.;Jo vuosisatoja kestävästi Shan-kansan on pilkannut feodaaliset taistelut, mutta $COUNTRY$ hallitsijat pääsivät lopulta yhteen lipun alla, kuten länsimaalaiset.;x
theocratic_rebels;Soldiers of God;Soldats de Dieu;Die Soldaten Gottes;¯o³nierze Boga;Soldados de Dios;Soldati di Dio;Isten Katona;Bojovníci Boí;Isten Katona;Soldaten van God;Soldados de Deus;Ñîëäàòû Áîãà;Jumalan Sotilaat;x
the_central_asia_title;The reorganization of $COUNTRY_ADJ$ Central Asia;La réorganisation de l'Asie Centrale $COUNTRY_ADJ$;Die Reorganisation der $COUNTRY_ADJ$en Zentralasien;Reorganizacja $COUNTRY_ADJ$ Central Asia;La reorganización de $COUNTRY_ADJ$ Asia Central;La riorganizzazione dell'Asia centrale $COUNTRY_ADJ$;A $COUNTRY_ADJ$ Central Asia átszervezése;Reorganizace $COUNTRY_ADJ$ Støední Asie;A $COUNTRY_ADJ$ Central Asia átszervezése;De reorganisatie van $COUNTRY_ADJ$ Centraal-Azië;A reorganização do $COUNTRY_ADJ$ Ásia Central;Ğåîğãàíèçàöèÿ $COUNTRY_ADJ$ Öåíòğàëüíàÿ Àçèÿ;Keski-Aasian COUNTRY_ADJ $ uudelleenorganisointi;x
the_central_asia_desc;The nomadic tribes that inhabited Central Asia, spanning from the Caspian Sea to the Tarim Basin, never had a concept of nation states and were soon defeated. Among the two most prominent ideas of how to divide the lands, history tried first with Transoxiana, and later with Kazakhstan and Turkestan. Yet, today, we, $COUNTRY$, divided those lands giving each of its populations a nation, having them settle sooner or later.;Les tribus nomades qui habitaient l'Asie centrale, s'étendant de la mer Caspienne au bassin du Tarim, n'ont jamais eu de concept d'États-nations et ont rapidement été vaincues. Parmi les deux idées les plus marquantes sur la façon de diviser les terres, l’histoire s’est tout d’abord intéressée à la Transoxiane, puis au Kazakhstan et au Turkéstan. Pourtant, aujourd'hui, nous, $COUNTRY$, avons divisé ces terres en donnant à chacune de ses populations une nation, en les faisant installer tôt ou tard.;Die Nomadenstämme, die Zentralasien bewohnten, vom Kaspischen Meer bis zum Tarim-Becken, hatten nie ein Konzept von Nationalstaaten und wurden bald besiegt. Unter den zwei prominentesten Ideen, wie man die Länder teilt, versuchte die Geschichte zuerst mit Transoxiana und später mit Kasachstan und Türkestan. Aber heute teilten wir, $COUNTY$, diese Länder auf, gaben jeder Bevölkerung eine Nation und ließen sie sich früher oder später niederlassen.;Koczownicze plemiona zamieszkuj¹ce Azjê Centraln¹, od Morza Kaspijskiego po Zag³êbiem Tarim, nigdy nie mia³y koncepcji pañstw narodowych i wkrótce zosta³y pokonane. Wœród dwóch najbardziej znacz¹cych idei podzia³u ziem, historia próbowa³a najpierw z Transoxiana, a póŸniej z Kazachstanem i Turkestanem. Jednak dzisiaj my, $COUNTRY$, podzieliliœmy ziemie, daj¹c ka¿demu z jego mieszkañców naród, który wczeœniej czy póŸniej siê osiedli.;Las tribus nómadas que habitaban en Asia Central, que abarcaban desde el Mar Caspio hasta la Cuenca de Tarim, nunca tuvieron un concepto de Estados nación y pronto fueron derrotados. Entre las dos ideas más destacadas de cómo dividir las tierras, la historia intentó primero con Transoxiana, y más tarde con Kazajistán y Turkestán. Sin embargo, hoy, nosotros, $COUNTRY$, dividimos esas tierras dando a cada una de sus poblaciones una nación, haciéndolas que se establezcan tarde o temprano.;Le tribù nomadi che abitavano l'Asia centrale, che si estendevano dal Mar Caspio al bacino del Tarim, non avevano mai avuto un concetto di stato-nazione e furono presto sconfitte. Tra le due idee più importanti su come dividere le terre, la storia ha provato prima con la Transoxiana e successivamente con il Kazakistan e il Turkmenistan. Eppure, oggi, $COUNTRY$, abbiamo diviso quelle terre dando a ciascuna delle sue popolazioni una nazione, facendole sistemare prima o poi.;A Kaszpi-tengertõl a Tarim-medencéig terjedõ közép-ázsiai nomád törzsek soha nem rendelkeztek nemzetállam fogalmával, és hamarosan legyõzték. A területek megosztásának két legfontosabb elgondolása közül a történelem elõször a Transoxianával, majd Kazahsztánnal és Türkestánnal próbálkozott. Még ma, mi, $COUNTRY$, osztottuk azokat a földeket, amelyek minden népét egy nemzetnek adják, és elõbb-utóbb rendezik õket.;Koèovné kmeny, které obıvaly Støední Asii, táhnoucí se od Kaspického moøe k pánvi Tarim, nikdy nemìly koncept národních státù a byly brzy poraeny. Mezi dvìmi nejprominentnìjšími pøedstavami o tom, jak rozdìlit zemì, byla historie zkoušena nejprve s Transoxianou a pozdìji s Kazachstánem a Turkestanem. Pøesto dnes, my, $COUNTRY$, rozdìlili ty zemì, které dávají kadému z jeho obyvatel národa, a u døíve nebo pozdìji se usadí.;A Kaszpi-tengertõl a Tarim-medencéig terjedõ közép-ázsiai nomád törzsek soha nem rendelkeztek nemzetállam fogalmával, és hamarosan legyõzték. A területek megosztásának két legfontosabb elgondolása közül a történelem elõször a Transoxianával, majd Kazahsztánnal és Türkestánnal próbálkozott. Még ma, mi, $COUNTRY$, osztottuk azokat a földeket, amelyek minden népét egy nemzetnek adják, és elõbb-utóbb rendezik õket.;De nomadische stammen die Centraal-Azië bevolkten, van de Kaspische Zee tot het Tarim-bekken, hadden nooit een concept van natiestaten en werden al snel verslagen. Van de twee meest prominente ideeën over hoe de landen te verdelen, probeerde de geschiedenis eerst met Transoxiana, en later met Kazachstan en Turkestan. Toch verdeelden wij, $COUNTRY$, vandaag die landen die elk van zijn bevolkingen een natie gaven, waardoor ze vroeg of laat tot rust kwamen.;As tribos nômades que habitavam a Ásia Central, desde o Mar Cáspio até a bacia de Tarim, nunca tiveram um conceito de nação-nação e logo foram derrotadas. Entre as duas idéias mais proeminentes de como dividir as terras, a história tentou primeiro com a Transoxiana e depois com o Cazaquistão e o Turquestão. No entanto, hoje, nós dividimos essas terras dando a cada uma de suas populações uma nação, fazendo com que elas se estabeleçam mais cedo ou mais tarde.;Êî÷åâûå ïëåìåíà, íàñåëÿâøèå Ñğåäíşş Àçèş, ïğîñòèğàşùèåñÿ îò Êàñïèéñêîãî ìîğÿ äî áàññåéíà Òàğèìà, íèêîãäà íå èìåëè êîíöåïöèè íàöèîíàëüíûõ ãîñóäàğñòâ è âñêîğå áûëè ïîáåæäåíû. Ñğåäè äâóõ íàèáîëåå èçâåñòíûõ èäåé î òîì, êàê ğàçäåëèòü çåìëè, èñòîğèÿ ñíà÷àëà ïîïûòàëàñü ñ Transoxiana, à çàòåì ñ Êàçàõñòàíîì è Òóğêåñòàíîì. Òåì íå ìåíåå, ñåãîäíÿ ìû, $COUNTRY$, ğàçäåëèëè ıòè çåìëè, äàâàÿ êàæäîìó èç ñâîèõ íàğîäîâ íàöèş, ñ êîòîğîé îíè ğàíî èëè ïîçäíî óëàæèâàşòñÿ.;Keski-Aasiassa asutut nomotit heimot, jotka ulottuivat Kaspianmerestä Tarim-altaaseen, eivät koskaan olleet käsitteitä kansallisvaltioista, ja heitä lyötiin pian. Kahden tärkeimmän idean joukkoon jakaa maat, historia yritti ensin Transoxianalla ja myöhemmin Kazakstanin ja Turkestanin kanssa. Silti tänään, me, $COUNTRY$, jakoimme ne maat, jotka antavat jokaiselle sen väestölle kansakunnan, kun heidät asettuvat ennemmin tai myöhemmin.;x
form_pakistan_title;Unite the Hindustani Nation;Unir la nation hindoustani;Vereinigung der Hindustanischen Nation;Zjednoczcie naród Hindustani;Unir a la nación de Hindustani;Unire la nazione dell'Hindustan;Csatlakoztassa a Hindustani Nemzetet;Spojte národ Hindustani;Csatlakoztassa a Hindustani Nemzetet;Verenig de Hindustani-natie;Unir a nação Hindustani;Îáúåäèíèòü èíäóññêèé íàğîä;Yhdistä Hindustani-kansakunta;x
