albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
transdanubia_rename_hun_desc;$COUNTRY$ finally conquered the Province of Dunántúl, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Dunántúl, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Dunántúl, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Dunántúl, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Dunántúl, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Dunántúl, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Dunántúl tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Dunántúl, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Dunántúl tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Dunántúl, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Dunántúl, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Dunantul, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Dunántulon maakunnat, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
turkish_rename_e_macedonia_title;$COUNTRY_ADJ$ Province of Dog’u Makedonya;$COUNTRY_ADJ$ Province de Dog'u Makedonya;$COUNTRY_ADJ$ Provinz von Dog'u Makedonya;$COUNTRY_ADJ$ Prowincja Dog'u Makedonya;$COUNTRY_ADJ$ Provincia de Dog'u Makedonya;$COUNTRY_ADJ$ Provincia di Dog'u Makedonya;$COUNTRY_ADJ$ Dog'u Makedonya tartomány;$COUNTRY_ADJ$ provincie Dog'u Makedonya;$COUNTRY_ADJ$ Dog'u Makedonya tartomány;$COUNTRY_ADJ$ Provincie van Dog'u Makedonya;$COUNTRY_ADJ$ Província de Dog'u Makedonya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Äîãó Ìàêåäîíèÿ;$COUNTRY_ADJ$ Dog'u Makedonyan maakunta;x
turkish_rename_e_macedonia_desc;$COUNTRY$ finally conquered the Province of Dog’u Makedoniya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Dog'u Makedoniya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Dog'u Makedoniya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Dog'u Makedoniya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Dog'u Makedoniya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Dog'u Makedoniya, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Dog'u Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Dog'u Makedoniya, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Dog'u Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Dog'u Makedoniya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Dog'u Makedoniya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Äîãó Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Dog'u Makedoniyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
turkish_rename_epirus_title;$COUNTRY_ADJ$ Province of Epir;$COUNTRY_ADJ$ Province d'Epir;$COUNTRY_ADJ$ Provinz von Epir;$COUNTRY_ADJ$ Prowincja Epir;$COUNTRY_ADJ$ Provincia de Epir;$COUNTRY_ADJ$ Provincia di Epir;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epir;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epir;$COUNTRY_ADJ$ Province of Epir;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epirin maakunta;x
turkish_rename_epirus_desc;$COUNTRY$ finally conquered the Province of Epir, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Epir, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Epir, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Epir, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Epir, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Epir, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította az Epir tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Epir, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította az Epir tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Epir, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Epir, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî ïîêîğèëà ïğîâèíöèş İïèğ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti lopulta Epirin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
turkish_rename_n_macedonia_title;$COUNTRY_ADJ$ Province of Kuzey Makedoniya;$COUNTRY_ADJ$ Province de Kuzey Makedoniya;$COUNTRY_ADJ$ Provinz Kuzey Makedoniya;$COUNTRY_ADJ$ Prowincja Kuzey Makedoniya;$COUNTRY_ADJ$ Provincia de Kuzey Makedoniya;$COUNTRY_ADJ$ Provincia di Kuzey Makedoniya;$COUNTRY_ADJ$ Kuzey Makedoniya tartomány;$COUNTRY_ADJ$ provincie Kuzey Makedonie;$COUNTRY_ADJ$ Kuzey Makedoniya tartomány;$COUNTRY_ADJ$ provincie Kuzey Makedoniya;$COUNTRY_ADJ$ Província de Kuzey Makedoniya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Êóçåé Ìàêåäîíèÿ;$COUNTRY_ADJ$ Kuzey Makedoniyan maakunta;x
turkish_rename_n_macedonia_desc;$COUNTRY$ finally conquered the Province of Kuzey Makedoniya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Kuzey Makedoniya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Kuzey Makedoniya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Kuzey Makedoniya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Kuzey Makedoniya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Kuzey Makedoniya, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Kuzey Makedoniya tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Kuzey Makedoniya, ale místní jména jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Kuzey Makedoniya tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Kuzey Makedoniya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Kuzey Makedoniya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Êóçåé Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Kuzey Makedoniyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
turkish_rename_rumelia_title;$COUNTRY_ADJ$ Province of Rumeli;$COUNTRY_ADJ$ Province de Rumeli;$COUNTRY_ADJ$ Provinz von Rumeli;$COUNTRY_ADJ$ Prowincja Rumeli;$COUNTRY_ADJ$ Provincia de Rumeli;$COUNTRY_ADJ$ Provincia di Rumeli;$COUNTRY_ADJ$ Rumeli tartomány;$COUNTRY_ADJ$ provincie Rumeli;$COUNTRY_ADJ$ Rumeli tartomány;$COUNTRY_ADJ$ provincie Rumeli;$COUNTRY_ADJ$ Província de Rumeli;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ğóìåëè;$COUNTRY_ADJ$ Rumelin maakunta;x
turkish_rename_rumelia_desc;$COUNTRY$ finally conquered the Province of Rumeli, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Rumeli, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Rumeli, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Rumeli, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Rumeli, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Rumeli, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Rumeli tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Rumeli, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Rumeli tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Rumeli, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Rumeli, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ğóìåëè, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin valloitti Rumelin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
turkish_rename_s_macedonia_title;$COUNTRY_ADJ$ Province of Güney Makedoniya;$COUNTRY_ADJ$ Province de Güney Makedoniya;$COUNTRY_ADJ$ Provinz von Güney Makedoniya;$COUNTRY_ADJ$ Prowincja Güney Makedoniya;$COUNTRY_ADJ$ Provincia de Güney Makedoniya;$COUNTRY_ADJ$ Provincia di Güney Makedoniya;$COUNTRY_ADJ$ Güney Makedoniya tartomány;$COUNTRY_ADJ$ Provincie Güney Makedoniya;$COUNTRY_ADJ$ Güney Makedoniya tartomány;$COUNTRY_ADJ$ Provincie Güney Makedoniya;$COUNTRY_ADJ$ Província de Güney Makedoniya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ãşíå Ìàêåäîíèÿ;$COUNTRY_ADJ$ Güney Makedoniyan maakunta;x
turkish_rename_s_macedonia_desc;$COUNTRY$ finally conquered the Province of Güney Makedoniya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Güney Makedoniya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Güney Makedoniya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Güney Makedoniya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Güney Makedoniya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Güney Makedoniya, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Güney Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Güney Makedoniya, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Güney Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Güney Makedoniya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Güney Makedoniya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ãşíå Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Güney Makedoniyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
vojvodina_rename_aus_title;$COUNTRY_ADJ$ Province of Wojwodina;$COUNTRY_ADJ$ Province de Wojwodina;$COUNTRY_ADJ$ Provinz von Wojwodina;$COUNTRY_ADJ$ Prowincja Wojwodina;$COUNTRY_ADJ$ Provincia de Wojwodina;$COUNTRY_ADJ$ Provincia di Wojwodina;$COUNTRY_ADJ$ Wojwodina tartomány;$COUNTRY_ADJ$ Provincie Wojwodina;$COUNTRY_ADJ$ Wojwodina tartomány;$COUNTRY_ADJ$ Provincie Wojwodina;$COUNTRY_ADJ$ Província de Wojwodina;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âîéâîäèíà;$COUNTRY_ADJ$ Wojwodinan maakunta;x
vojvodina_rename_aus_desc;$COUNTRY$ finally conquered the Province of Wojwodina, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Wojwodina, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Wojwodina, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Wojwodinê, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la provincia de Wojwodina, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Wojwodina, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Wojwodina tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Wojwodina, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Wojwodina tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Wojwodina, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Wojwodina, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Âîéâîäèíà, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Wojwodinan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
vojvodina_rename_hun_title;$COUNTRY_ADJ$ Province of Vajdaság;$COUNTRY_ADJ$ Province de Vajdaság;$COUNTRY_ADJ$ Provinz von Vajdaság;$COUNTRY_ADJ$ Prowincja Vajdaság;$COUNTRY_ADJ$ Provincia de Vajdaság;$COUNTRY_ADJ$ Provincia di Vajdaság;$COUNTRY_ADJ$ Vajdasági tartomány;$COUNTRY_ADJ$ provincie Vajdaság;$COUNTRY_ADJ$ Vajdasági tartomány;$COUNTRY_ADJ$ Provincie Vajdaság;$COUNTRY_ADJ$ Província de Vajdaság;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âàéäàñàã;$COUNTRY_ADJ$ Vajdaságin maakunnassa;x
vojvodina_rename_hun_desc;$COUNTRY$ finally conquered the Province of Vajdaság, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Vajdaság, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Vajdaság, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Vajdaság, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Vajdaság, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Vajdaság, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Vajdaság tartományt, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Vajdaság, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Vajdaság tartományt, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Vajdaság, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Vajdaság, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Âàéäàñàã, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin voitti Vajdaságin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
vojvodina_rename_ser_title;$COUNTRY_ADJ$ Province of Vojvodina;$COUNTRY_ADJ$ Province de Voïvodine;$COUNTRY_ADJ$ Provinz Vojvodina;$COUNTRY_ADJ$ Prowincja Wojwodina;$COUNTRY_ADJ$ Provincia de Vojvodina;$COUNTRY_ADJ$ Provincia di Vojvodina;$COUNTRY_ADJ$ Vajdaság tartomány;$COUNTRY_ADJ$ Provincie Vojvodina;$COUNTRY_ADJ$ Vajdaság tartomány;$COUNTRY_ADJ$ Vojvodina;$COUNTRY_ADJ$ Província da Voivodina;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âîåâîäèíà;$COUNTRY_ADJ$ Vojvodinan maakunta;x
vojvodina_rename_ser_desc;$COUNTRY$ finally conquered the Province of Vojvodina, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Vojvodina, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Vojvodina erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Wojwodina, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Vojvodina, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Vojvodina, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Vajdasági Tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Vojvodina, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Vajdasági Tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Vojvodina veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província da Voivodina, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Âîåâîäèíà, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloittivat Vojvodinan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
west_galicia_rename_german_title;$COUNTRY_ADJ$ Province of Westgalizien;$COUNTRY_ADJ$ Province de Westgalizien;$COUNTRY_ADJ$ Provinz von Westgalizien;$COUNTRY_ADJ$ Prowincja Westgalizien;$COUNTRY_ADJ$ Provincia de Westgalizien;$COUNTRY_ADJ$ Provincia di Westgalizien;$COUNTRY_ADJ$ Province of Westgalizien;$COUNTRY_ADJ$ Provincie Westgalizien;$COUNTRY_ADJ$ Province of Westgalizien;$COUNTRY_ADJ$ Provincie Westgalizien;$COUNTRY_ADJ$ Província de Westgalizien;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âåñòãàëèçåíü;$COUNTRY_ADJ$ Province of Westgalizien;x
